month,store_id,product_id,total_units_sold,avg_inventory,turnover_ratio,turnover_group,movement
2022-12,S005,P0017,2935,139.5806,21.0273,2,"Medium Moving"
2022-12,S004,P0079,2877,136.6774,21.0496,2,"Medium Moving"
2022-12,S003,P0031,2690,127.7742,21.0528,2,"Medium Moving"
2022-12,S001,P0068,2786,132.2258,21.0700,2,"Medium Moving"
2022-12,S005,P0153,3097,146.5484,21.1330,2,"Medium Moving"
2022-12,S003,P0159,2742,129.2581,21.2134,2,"Medium Moving"
2022-12,S001,P0079,3212,151.2903,21.2307,2,"Medium Moving"
2022-12,S004,P0070,2775,130.4839,21.2670,2,"Medium Moving"
2022-12,S005,P0149,3252,152.5484,21.3178,2,"Medium Moving"
2022-12,S003,P0153,3203,149.9355,21.3625,2,"Medium Moving"
2022-12,S005,P0125,3842,179.7742,21.3713,2,"Medium Moving"
2022-12,S002,P0079,3138,146.8065,21.3751,2,"Medium Moving"
2022-12,S004,P0057,4030,187.8710,21.4509,2,"Medium Moving"
2022-12,S002,P0187,4021,187.3548,21.4619,2,"Medium Moving"
2022-12,S004,P0133,3857,179.4516,21.4933,2,"Medium Moving"
2022-12,S001,P0125,3306,153.0968,21.5942,2,"Medium Moving"
2022-12,S003,P0116,2897,134.1290,21.5986,2,"Medium Moving"
2022-12,S004,P0046,3654,169.1290,21.6048,2,"Medium Moving"
2022-12,S001,P0061,4086,189.0323,21.6154,2,"Medium Moving"
2022-12,S001,P0031,2894,133.8387,21.6230,2,"Medium Moving"
2022-12,S003,P0149,2920,135.0323,21.6245,2,"Medium Moving"
2022-12,S003,P0079,3132,144.7097,21.6433,2,"Medium Moving"
2022-12,S001,P0094,2736,126.1613,21.6865,2,"Medium Moving"
2022-12,S003,P0096,3011,138.0645,21.8086,3,"Fast Moving"
2022-12,S002,P0061,3958,181.1613,21.8479,3,"Fast Moving"
2022-12,S001,P0126,3881,177.5806,21.8549,3,"Fast Moving"
2022-12,S002,P0057,4243,194.0000,21.8711,3,"Fast Moving"
2022-12,S005,P0066,3793,173.3548,21.8800,3,"Fast Moving"
2022-12,S003,P0057,3760,171.3871,21.9386,3,"Fast Moving"
2022-12,S002,P0125,3706,168.7097,21.9667,3,"Fast Moving"
2022-12,S001,P0129,2858,130.0968,21.9683,3,"Fast Moving"
2022-12,S001,P0187,4108,186.7097,22.0021,3,"Fast Moving"
2022-12,S005,P0016,3575,162.3226,22.0240,3,"Fast Moving"
2022-12,S004,P0187,3826,173.6774,22.0293,3,"Fast Moving"
2022-12,S003,P0178,3853,174.0323,22.1396,3,"Fast Moving"
2022-12,S005,P0069,4565,205.9677,22.1637,3,"Fast Moving"
2022-12,S005,P0178,3894,175.6129,22.1738,3,"Fast Moving"
2022-12,S003,P0125,3912,176.1935,22.2029,3,"Fast Moving"
2022-12,S003,P0126,4073,183.2581,22.2255,3,"Fast Moving"
2022-12,S002,P0066,4120,185.3226,22.2315,3,"Fast Moving"
2022-12,S001,P0016,3643,163.8387,22.2353,3,"Fast Moving"
2022-12,S005,P0129,2835,127.1613,22.2945,3,"Fast Moving"
2022-12,S003,P0187,3792,169.6774,22.3483,3,"Fast Moving"
2022-12,S005,P0126,4006,178.5161,22.4405,3,"Fast Moving"
2022-12,S005,P0187,3862,171.9677,22.4577,3,"Fast Moving"
2022-12,S002,P0046,3733,166.1935,22.4618,3,"Fast Moving"
2022-12,S004,P0016,4243,188.8387,22.4689,3,"Fast Moving"
2022-12,S005,P0096,3049,135.6452,22.4778,3,"Fast Moving"
2022-12,S003,P0069,4179,185.6774,22.5068,3,"Fast Moving"
2022-12,S004,P0061,4214,187.1935,22.5115,3,"Fast Moving"
2022-12,S001,P0133,4211,186.0645,22.6319,3,"Fast Moving"
2022-12,S005,P0046,4379,193.4516,22.6362,3,"Fast Moving"
2022-12,S002,P0016,4222,185.6452,22.7423,3,"Fast Moving"
2022-12,S004,P0125,3704,162.4839,22.7961,3,"Fast Moving"
2022-12,S002,P0126,3807,166.8065,22.8229,3,"Fast Moving"
2022-12,S004,P0126,4126,180.7097,22.8322,3,"Fast Moving"
2022-12,S001,P0057,4285,187.5161,22.8514,3,"Fast Moving"
2022-12,S005,P0061,3773,164.9677,22.8711,3,"Fast Moving"
2022-12,S004,P0094,3205,139.3226,23.0042,3,"Fast Moving"
2022-12,S004,P0066,4153,180.4516,23.0145,3,"Fast Moving"
2022-12,S003,P0061,3888,168.5161,23.0720,3,"Fast Moving"
2022-12,S001,P0069,4188,181.1613,23.1175,3,"Fast Moving"
2022-12,S001,P0178,4111,176.4516,23.2982,3,"Fast Moving"
2022-12,S003,P0066,4260,181.4839,23.4732,3,"Fast Moving"
2022-12,S004,P0178,3975,169.1935,23.4938,3,"Fast Moving"
2022-12,S002,P0133,3958,168.0323,23.5550,3,"Fast Moving"
2022-12,S005,P0133,4261,180.7419,23.5750,3,"Fast Moving"
2022-12,S001,P0046,4239,179.5806,23.6050,3,"Fast Moving"
2022-12,S003,P0046,3840,162.2581,23.6660,3,"Fast Moving"
2022-12,S001,P0066,3715,154.9032,23.9827,3,"Fast Moving"
2022-12,S002,P0178,4137,171.9032,24.0659,3,"Fast Moving"
2022-12,S004,P0069,4084,169.6452,24.0738,3,"Fast Moving"
2022-12,S002,P0069,4227,175.0323,24.1498,3,"Fast Moving"
2023-01,S002,P0153,2715,155.6774,17.4399,1,"Slow Moving"
2023-01,S002,P0094,2588,145.3548,17.8047,1,"Slow Moving"
2023-01,S002,P0068,2710,149.9355,18.0744,1,"Slow Moving"
2023-01,S004,P0079,2280,125.2258,18.2071,1,"Slow Moving"
2023-01,S003,P0183,2617,140.6129,18.6114,1,"Slow Moving"
2023-01,S003,P0017,2839,152.2581,18.6460,1,"Slow Moving"
2023-01,S005,P0096,2618,140.0000,18.7000,1,"Slow Moving"
2023-01,S004,P0183,2696,143.3871,18.8022,1,"Slow Moving"
2023-01,S005,P0149,2523,133.3871,18.9149,1,"Slow Moving"
2023-01,S005,P0067,2878,151.6774,18.9745,1,"Slow Moving"
2023-01,S005,P0070,2654,139.4839,19.0273,1,"Slow Moving"
2023-01,S001,P0183,2773,144.8387,19.1454,1,"Slow Moving"
2023-01,S004,P0096,2721,141.9032,19.1750,1,"Slow Moving"
2023-01,S002,P0085,2807,146.2903,19.1879,1,"Slow Moving"
2023-01,S001,P0068,2611,135.5484,19.2625,1,"Slow Moving"
2023-01,S003,P0153,2609,135.1613,19.3029,1,"Slow Moving"
2023-01,S003,P0068,2599,134.5806,19.3118,1,"Slow Moving"
2023-01,S001,P0096,2743,141.1613,19.4317,1,"Slow Moving"
2023-01,S004,P0171,2678,137.8065,19.4331,1,"Slow Moving"
2023-01,S005,P0171,2953,151.2581,19.5229,1,"Slow Moving"
2023-01,S004,P0083,3109,159.0000,19.5535,1,"Slow Moving"
2023-01,S003,P0067,2713,137.8065,19.6870,1,"Slow Moving"
2023-01,S003,P0085,2295,116.4516,19.7078,1,"Slow Moving"
2023-01,S003,P0070,2603,131.9677,19.7245,1,"Slow Moving"
2023-01,S005,P0031,2762,139.9032,19.7422,1,"Slow Moving"
2023-01,S001,P0094,2777,140.6452,19.7447,1,"Slow Moving"
2023-01,S004,P0116,2852,144.1935,19.7790,1,"Slow Moving"
2023-01,S005,P0116,2786,140.4839,19.8315,1,"Slow Moving"
2023-01,S005,P0079,2832,142.5484,19.8669,1,"Slow Moving"
2023-01,S003,P0031,2433,122.2581,19.9005,1,"Slow Moving"
2023-01,S004,P0070,2779,139.4194,19.9327,1,"Slow Moving"
2023-01,S002,P0116,3211,160.8710,19.9601,1,"Slow Moving"
2023-01,S001,P0070,2911,145.8387,19.9604,1,"Slow Moving"
2023-01,S005,P0159,2824,141.2258,19.9963,1,"Slow Moving"
2023-01,S004,P0067,2683,133.6129,20.0804,1,"Slow Moving"
2023-01,S004,P0085,2784,138.1935,20.1457,1,"Slow Moving"
2023-01,S001,P0175,2834,140.4839,20.1731,1,"Slow Moving"
2023-01,S001,P0166,2709,134.2258,20.1824,1,"Slow Moving"
2023-01,S002,P0070,2861,141.6452,20.1984,1,"Slow Moving"
2023-01,S003,P0096,2627,129.9355,20.2177,1,"Slow Moving"
2023-01,S003,P0116,2788,137.7097,20.2455,1,"Slow Moving"
2023-01,S004,P0031,2623,129.3871,20.2725,1,"Slow Moving"
2023-01,S001,P0159,2787,137.0968,20.3287,1,"Slow Moving"
2023-01,S002,P0017,3029,148.9032,20.3421,1,"Slow Moving"
2023-01,S005,P0175,2539,124.8065,20.3435,1,"Slow Moving"
2023-01,S005,P0085,2593,127.3226,20.3656,1,"Slow Moving"
2023-01,S002,P0129,2968,145.6774,20.3738,1,"Slow Moving"
2023-01,S003,P0094,3052,149.5161,20.4125,1,"Slow Moving"
2023-01,S003,P0175,2932,143.5161,20.4298,1,"Slow Moving"
2023-01,S001,P0116,2844,139.0000,20.4604,1,"Slow Moving"
2023-01,S003,P0171,2750,134.1290,20.5026,2,"Medium Moving"
2023-01,S005,P0094,2925,142.5161,20.5240,2,"Medium Moving"
2023-01,S003,P0083,3107,151.2581,20.5411,2,"Medium Moving"
2023-01,S001,P0079,2925,142.1613,20.5752,2,"Medium Moving"
2023-01,S002,P0083,2975,144.5484,20.5813,2,"Medium Moving"
2023-01,S005,P0153,3002,145.8387,20.5844,2,"Medium Moving"
2023-01,S002,P0079,2877,139.7097,20.5927,2,"Medium Moving"
2023-01,S005,P0017,3189,154.5806,20.6300,2,"Medium Moving"
2023-01,S003,P0079,2502,121.2581,20.6337,2,"Medium Moving"
2023-01,S001,P0171,2835,137.3871,20.6351,2,"Medium Moving"
2023-01,S004,P0166,2679,129.7742,20.6435,2,"Medium Moving"
2023-01,S002,P0183,3095,149.4839,20.7046,2,"Medium Moving"
2023-01,S002,P0166,2949,142.3226,20.7205,2,"Medium Moving"
2023-01,S002,P0096,2885,139.1613,20.7313,2,"Medium Moving"
2023-01,S005,P0166,3155,152.1613,20.7346,2,"Medium Moving"
2023-01,S002,P0031,2913,140.4839,20.7355,2,"Medium Moving"
2023-01,S001,P0083,2870,138.3226,20.7486,2,"Medium Moving"
2023-01,S005,P0129,3050,146.9677,20.7529,2,"Medium Moving"
2023-01,S003,P0149,3081,148.4194,20.7587,2,"Medium Moving"
2023-01,S001,P0153,2650,127.6452,20.7607,2,"Medium Moving"
2023-01,S002,P0159,2883,138.6774,20.7893,2,"Medium Moving"
2023-01,S004,P0159,2960,142.3548,20.7931,2,"Medium Moving"
2023-01,S003,P0159,2592,124.4516,20.8274,2,"Medium Moving"
2023-01,S002,P0126,3927,188.0968,20.8776,2,"Medium Moving"
2023-01,S004,P0175,3104,148.6129,20.8865,2,"Medium Moving"
2023-01,S001,P0067,2819,134.9355,20.8915,2,"Medium Moving"
2023-01,S001,P0017,3121,149.0968,20.9327,2,"Medium Moving"
2023-01,S004,P0153,2980,142.2258,20.9526,2,"Medium Moving"
2023-01,S001,P0085,2763,131.5484,21.0037,2,"Medium Moving"
2023-01,S002,P0175,2938,139.8065,21.0148,2,"Medium Moving"
2023-01,S002,P0067,2884,136.8387,21.0759,2,"Medium Moving"
2023-01,S004,P0066,3710,175.6452,21.1221,2,"Medium Moving"
2023-01,S005,P0126,3656,172.6452,21.1764,2,"Medium Moving"
2023-01,S004,P0129,2899,136.4839,21.2406,2,"Medium Moving"
2023-01,S004,P0068,3062,144.0323,21.2591,2,"Medium Moving"
2023-01,S005,P0068,2861,134.3226,21.2995,2,"Medium Moving"
2023-01,S004,P0178,3810,178.4194,21.3542,2,"Medium Moving"
2023-01,S001,P0129,2874,134.3548,21.3911,2,"Medium Moving"
2023-01,S005,P0083,2946,137.6129,21.4079,2,"Medium Moving"
2023-01,S004,P0094,2887,134.6452,21.4415,2,"Medium Moving"
2023-01,S005,P0183,3141,146.3871,21.4568,2,"Medium Moving"
2023-01,S004,P0149,3165,147.4839,21.4600,2,"Medium Moving"
2023-01,S004,P0017,3075,143.1613,21.4793,2,"Medium Moving"
2023-01,S002,P0149,3329,154.9355,21.4864,2,"Medium Moving"
2023-01,S002,P0171,3074,142.7097,21.5402,2,"Medium Moving"
2023-01,S001,P0149,3042,141.1290,21.5547,2,"Medium Moving"
2023-01,S002,P0057,3900,180.6452,21.5893,2,"Medium Moving"
2023-01,S002,P0069,3902,180.4839,21.6197,2,"Medium Moving"
2023-01,S005,P0057,4204,194.4516,21.6198,2,"Medium Moving"
2023-01,S003,P0166,3167,146.0323,21.6870,2,"Medium Moving"
2023-01,S001,P0178,3723,171.5161,21.7064,3,"Fast Moving"
2023-01,S001,P0125,4335,199.7097,21.7065,3,"Fast Moving"
2023-01,S004,P0187,3839,176.2581,21.7806,3,"Fast Moving"
2023-01,S004,P0061,3885,176.9032,21.9612,3,"Fast Moving"
2023-01,S003,P0069,3615,164.2581,22.0081,3,"Fast Moving"
2023-01,S003,P0016,4088,185.4516,22.0435,3,"Fast Moving"
2023-01,S004,P0126,3821,172.8387,22.1073,3,"Fast Moving"
2023-01,S003,P0178,3804,172.0323,22.1121,3,"Fast Moving"
2023-01,S001,P0061,3891,175.7097,22.1445,3,"Fast Moving"
2023-01,S001,P0133,4389,198.0323,22.1631,3,"Fast Moving"
2023-01,S001,P0126,3923,177.0000,22.1638,3,"Fast Moving"
2023-01,S005,P0178,4048,182.4839,22.1828,3,"Fast Moving"
2023-01,S003,P0066,3883,174.7097,22.2254,3,"Fast Moving"
2023-01,S003,P0187,4230,190.0323,22.2594,3,"Fast Moving"
2023-01,S001,P0031,2751,123.5161,22.2724,3,"Fast Moving"
2023-01,S005,P0046,4443,199.4194,22.2797,3,"Fast Moving"
2023-01,S004,P0125,3695,165.8065,22.2850,3,"Fast Moving"
2023-01,S002,P0016,4042,181.3548,22.2878,3,"Fast Moving"
2023-01,S002,P0187,4263,191.2581,22.2893,3,"Fast Moving"
2023-01,S005,P0016,3549,159.1290,22.3027,3,"Fast Moving"
2023-01,S003,P0129,2938,131.3548,22.3669,3,"Fast Moving"
2023-01,S003,P0125,4039,180.0000,22.4389,3,"Fast Moving"
2023-01,S001,P0016,4065,181.0968,22.4466,3,"Fast Moving"
2023-01,S004,P0069,3842,171.1613,22.4467,3,"Fast Moving"
2023-01,S003,P0046,4239,188.8387,22.4477,3,"Fast Moving"
2023-01,S002,P0125,4411,196.0645,22.4977,3,"Fast Moving"
2023-01,S001,P0066,4698,208.2258,22.5620,3,"Fast Moving"
2023-01,S005,P0069,4416,195.3548,22.6050,3,"Fast Moving"
2023-01,S005,P0066,4104,180.8387,22.6943,3,"Fast Moving"
2023-01,S001,P0187,3595,158.3871,22.6976,3,"Fast Moving"
2023-01,S002,P0046,3888,171.0645,22.7283,3,"Fast Moving"
2023-01,S002,P0178,4023,175.2258,22.9589,3,"Fast Moving"
2023-01,S004,P0133,4293,186.0323,23.0766,3,"Fast Moving"
2023-01,S002,P0133,4386,189.8065,23.1077,3,"Fast Moving"
2023-01,S002,P0061,4105,177.4839,23.1289,3,"Fast Moving"
2023-01,S001,P0057,4150,179.2258,23.1551,3,"Fast Moving"
2023-01,S005,P0187,3933,169.8387,23.1573,3,"Fast Moving"
2023-01,S005,P0061,4125,177.8710,23.1910,3,"Fast Moving"
2023-01,S002,P0066,4064,174.5161,23.2872,3,"Fast Moving"
2023-01,S004,P0016,4556,194.6452,23.4067,3,"Fast Moving"
2023-01,S003,P0133,4459,189.7742,23.4963,3,"Fast Moving"
2023-01,S005,P0125,4090,173.4516,23.5801,3,"Fast Moving"
2023-01,S003,P0057,4256,180.0000,23.6444,3,"Fast Moving"
2023-01,S004,P0046,4382,185.0000,23.6865,3,"Fast Moving"
2023-01,S004,P0057,4451,187.3226,23.7612,3,"Fast Moving"
2023-01,S003,P0061,4043,169.8065,23.8095,3,"Fast Moving"
2023-01,S001,P0069,4536,189.9355,23.8818,3,"Fast Moving"
2023-01,S005,P0133,3652,151.7419,24.0672,3,"Fast Moving"
2023-01,S001,P0046,4447,182.0323,24.4297,3,"Fast Moving"
2023-01,S003,P0126,4277,170.1290,25.1397,3,"Fast Moving"
2023-02,S002,P0031,2247,136.5357,16.4572,1,"Slow Moving"
2023-02,S001,P0166,2459,148.6786,16.5390,1,"Slow Moving"
2023-02,S005,P0171,2208,132.9643,16.6060,1,"Slow Moving"
2023-02,S002,P0129,2420,145.7143,16.6078,1,"Slow Moving"
2023-02,S003,P0116,2356,141.1429,16.6923,1,"Slow Moving"
2023-02,S003,P0070,2389,142.0714,16.8155,1,"Slow Moving"
2023-02,S004,P0183,2449,145.1429,16.8730,1,"Slow Moving"
2023-02,S004,P0070,2404,141.5714,16.9808,1,"Slow Moving"
2023-02,S005,P0079,2403,141.1429,17.0253,1,"Slow Moving"
2023-02,S001,P0153,2371,139.1071,17.0444,1,"Slow Moving"
2023-02,S004,P0149,2724,159.7143,17.0555,1,"Slow Moving"
2023-02,S001,P0068,2315,135.2500,17.1165,1,"Slow Moving"
2023-02,S004,P0085,2308,134.3571,17.1781,1,"Slow Moving"
2023-02,S005,P0116,2594,150.2857,17.2605,1,"Slow Moving"
2023-02,S003,P0159,2525,146.2857,17.2607,1,"Slow Moving"
2023-02,S002,P0079,2247,130.0714,17.2751,1,"Slow Moving"
2023-02,S001,P0149,2359,136.2143,17.3183,1,"Slow Moving"
2023-02,S002,P0183,2343,134.8929,17.3693,1,"Slow Moving"
2023-02,S004,P0068,2365,136.0714,17.3806,1,"Slow Moving"
2023-02,S001,P0116,2529,145.4643,17.3857,1,"Slow Moving"
2023-02,S001,P0171,2747,157.7857,17.4097,1,"Slow Moving"
2023-02,S003,P0083,2252,128.8929,17.4719,1,"Slow Moving"
2023-02,S005,P0068,2636,150.5714,17.5066,1,"Slow Moving"
2023-02,S003,P0094,2252,128.5357,17.5204,1,"Slow Moving"
2023-02,S005,P0031,2496,142.0357,17.5730,1,"Slow Moving"
2023-02,S005,P0183,2565,145.6071,17.6159,1,"Slow Moving"
2023-02,S004,P0031,2386,135.3571,17.6274,1,"Slow Moving"
2023-02,S003,P0149,2787,158.0714,17.6313,1,"Slow Moving"
2023-02,S002,P0070,2516,142.2500,17.6872,1,"Slow Moving"
2023-02,S003,P0085,2616,147.8571,17.6928,1,"Slow Moving"
2023-02,S003,P0067,2492,140.8214,17.6962,1,"Slow Moving"
2023-02,S001,P0159,2682,151.5357,17.6988,1,"Slow Moving"
2023-02,S005,P0067,2505,141.4286,17.7121,1,"Slow Moving"
2023-02,S002,P0171,2262,127.3571,17.7611,1,"Slow Moving"
2023-02,S004,P0171,2478,139.5000,17.7634,1,"Slow Moving"
2023-02,S001,P0175,2535,142.3571,17.8073,1,"Slow Moving"
2023-02,S003,P0171,2539,142.5714,17.8086,1,"Slow Moving"
2023-02,S004,P0083,3004,168.5357,17.8241,1,"Slow Moving"
2023-02,S001,P0067,2565,143.7143,17.8479,1,"Slow Moving"
2023-02,S001,P0031,2499,139.3214,17.9369,1,"Slow Moving"
2023-02,S004,P0079,2537,141.4286,17.9384,1,"Slow Moving"
2023-02,S002,P0175,2423,135.0000,17.9481,1,"Slow Moving"
2023-02,S005,P0129,2718,151.3929,17.9533,1,"Slow Moving"
2023-02,S002,P0096,2575,143.3929,17.9577,1,"Slow Moving"
2023-02,S003,P0031,2590,143.7857,18.0129,1,"Slow Moving"
2023-02,S002,P0017,2532,140.4643,18.0259,1,"Slow Moving"
2023-02,S004,P0067,2487,137.9643,18.0264,1,"Slow Moving"
2023-02,S001,P0085,2278,126.2143,18.0487,1,"Slow Moving"
2023-02,S005,P0175,2330,128.6786,18.1071,1,"Slow Moving"
2023-02,S004,P0096,2557,141.1786,18.1118,1,"Slow Moving"
2023-02,S005,P0153,2423,133.6429,18.1304,2,"Medium Moving"
2023-02,S002,P0159,2684,147.3929,18.2098,2,"Medium Moving"
2023-02,S004,P0153,2357,129.0000,18.2713,2,"Medium Moving"
2023-02,S002,P0066,3433,187.8214,18.2780,2,"Medium Moving"
2023-02,S003,P0175,2720,148.7143,18.2901,2,"Medium Moving"
2023-02,S002,P0149,2569,140.3214,18.3080,2,"Medium Moving"
2023-02,S004,P0094,2787,151.8571,18.3528,2,"Medium Moving"
2023-02,S004,P0116,2760,149.6786,18.4395,2,"Medium Moving"
2023-02,S001,P0183,2305,124.8929,18.4558,2,"Medium Moving"
2023-02,S005,P0070,2630,142.2500,18.4886,2,"Medium Moving"
2023-02,S005,P0094,2724,147.1429,18.5126,2,"Medium Moving"
2023-02,S004,P0175,2607,140.8214,18.5128,2,"Medium Moving"
2023-02,S005,P0085,2340,126.3571,18.5189,2,"Medium Moving"
2023-02,S002,P0094,2914,157.2857,18.5268,2,"Medium Moving"
2023-02,S001,P0070,2280,123.0357,18.5312,2,"Medium Moving"
2023-02,S001,P0083,2485,133.9643,18.5497,2,"Medium Moving"
2023-02,S005,P0159,2381,128.1429,18.5808,2,"Medium Moving"
2023-02,S005,P0125,3327,178.7500,18.6126,2,"Medium Moving"
2023-02,S005,P0096,2597,139.2143,18.6547,2,"Medium Moving"
2023-02,S001,P0129,2540,135.9286,18.6863,2,"Medium Moving"
2023-02,S005,P0083,2450,130.9286,18.7125,2,"Medium Moving"
2023-02,S003,P0096,2730,145.7143,18.7353,2,"Medium Moving"
2023-02,S003,P0068,2573,137.3214,18.7371,2,"Medium Moving"
2023-02,S003,P0183,2711,144.1429,18.8077,2,"Medium Moving"
2023-02,S001,P0069,3289,174.5714,18.8404,2,"Medium Moving"
2023-02,S004,P0159,2664,141.3571,18.8459,2,"Medium Moving"
2023-02,S002,P0085,2512,133.1786,18.8619,2,"Medium Moving"
2023-02,S004,P0017,2626,139.0714,18.8824,2,"Medium Moving"
2023-02,S004,P0166,2648,140.0714,18.9046,2,"Medium Moving"
2023-02,S003,P0129,2730,144.3929,18.9068,2,"Medium Moving"
2023-02,S002,P0116,2761,145.9643,18.9156,2,"Medium Moving"
2023-02,S004,P0016,3606,190.2500,18.9540,2,"Medium Moving"
2023-02,S001,P0079,2477,130.6429,18.9601,2,"Medium Moving"
2023-02,S003,P0153,2653,139.7857,18.9790,2,"Medium Moving"
2023-02,S005,P0149,2277,119.6786,19.0260,2,"Medium Moving"
2023-02,S001,P0017,2709,142.1786,19.0535,2,"Medium Moving"
2023-02,S003,P0166,2797,146.7500,19.0596,2,"Medium Moving"
2023-02,S001,P0094,2701,141.3929,19.1028,2,"Medium Moving"
2023-02,S002,P0166,2619,136.7857,19.1467,2,"Medium Moving"
2023-02,S001,P0096,2676,139.7500,19.1485,2,"Medium Moving"
2023-02,S003,P0057,3382,175.7857,19.2393,2,"Medium Moving"
2023-02,S002,P0068,2372,122.8214,19.3126,2,"Medium Moving"
2023-02,S002,P0067,2499,129.2500,19.3346,2,"Medium Moving"
2023-02,S005,P0166,2502,129.2143,19.3632,2,"Medium Moving"
2023-02,S004,P0057,3453,177.3571,19.4692,2,"Medium Moving"
2023-02,S002,P0153,2633,134.9286,19.5140,2,"Medium Moving"
2023-02,S005,P0133,3638,186.2500,19.5329,2,"Medium Moving"
2023-02,S001,P0125,3804,194.6786,19.5399,2,"Medium Moving"
2023-02,S001,P0126,3434,175.4286,19.5749,2,"Medium Moving"
2023-02,S004,P0129,2697,137.4643,19.6196,2,"Medium Moving"
2023-02,S003,P0079,2825,143.6429,19.6668,3,"Fast Moving"
2023-02,S005,P0017,2720,138.2143,19.6796,3,"Fast Moving"
2023-02,S001,P0133,3412,172.8571,19.7388,3,"Fast Moving"
2023-02,S003,P0017,2767,139.4643,19.8402,3,"Fast Moving"
2023-02,S003,P0066,3722,187.5000,19.8507,3,"Fast Moving"
2023-02,S001,P0178,3735,187.8571,19.8821,3,"Fast Moving"
2023-02,S004,P0125,3233,162.5000,19.8954,3,"Fast Moving"
2023-02,S001,P0061,3704,185.6786,19.9485,3,"Fast Moving"
2023-02,S002,P0178,3640,182.4643,19.9491,3,"Fast Moving"
2023-02,S002,P0187,3704,185.6429,19.9523,3,"Fast Moving"
2023-02,S005,P0069,3745,187.6071,19.9619,3,"Fast Moving"
2023-02,S003,P0133,3821,191.2143,19.9828,3,"Fast Moving"
2023-02,S003,P0016,3949,197.1786,20.0275,3,"Fast Moving"
2023-02,S002,P0083,2836,141.5714,20.0323,3,"Fast Moving"
2023-02,S004,P0046,3486,173.6786,20.0716,3,"Fast Moving"
2023-02,S001,P0057,3873,192.7143,20.0971,3,"Fast Moving"
2023-02,S005,P0178,3619,179.3929,20.1736,3,"Fast Moving"
2023-02,S003,P0061,3669,181.8571,20.1752,3,"Fast Moving"
2023-02,S005,P0126,3806,187.6786,20.2794,3,"Fast Moving"
2023-02,S005,P0016,3590,176.8929,20.2948,3,"Fast Moving"
2023-02,S002,P0061,3710,182.7857,20.2970,3,"Fast Moving"
2023-02,S003,P0178,3790,186.1071,20.3646,3,"Fast Moving"
2023-02,S001,P0016,3783,185.6429,20.3778,3,"Fast Moving"
2023-02,S005,P0066,3541,173.3929,20.4218,3,"Fast Moving"
2023-02,S004,P0126,3844,187.4286,20.5091,3,"Fast Moving"
2023-02,S003,P0069,3746,182.4286,20.5341,3,"Fast Moving"
2023-02,S004,P0066,3573,173.5357,20.5894,3,"Fast Moving"
2023-02,S004,P0061,4051,196.5714,20.6083,3,"Fast Moving"
2023-02,S002,P0133,3629,176.0714,20.6110,3,"Fast Moving"
2023-02,S004,P0178,3747,181.6071,20.6324,3,"Fast Moving"
2023-02,S003,P0187,3738,181.0000,20.6519,3,"Fast Moving"
2023-02,S003,P0046,4042,194.3929,20.7929,3,"Fast Moving"
2023-02,S002,P0069,3553,170.8571,20.7952,3,"Fast Moving"
2023-02,S002,P0126,3557,170.8214,20.8229,3,"Fast Moving"
2023-02,S005,P0046,3699,177.0714,20.8899,3,"Fast Moving"
2023-02,S001,P0046,3716,177.7857,20.9016,3,"Fast Moving"
2023-02,S003,P0126,3322,158.8214,20.9166,3,"Fast Moving"
2023-02,S002,P0057,3492,165.9643,21.0407,3,"Fast Moving"
2023-02,S005,P0061,4088,193.9286,21.0799,3,"Fast Moving"
2023-02,S002,P0016,3874,183.6429,21.0953,3,"Fast Moving"
2023-02,S005,P0057,3718,175.8214,21.1465,3,"Fast Moving"
2023-02,S004,P0187,4015,189.8214,21.1515,3,"Fast Moving"
2023-02,S001,P0066,3666,173.3214,21.1515,3,"Fast Moving"
2023-02,S004,P0069,4026,189.5000,21.2454,3,"Fast Moving"
2023-02,S003,P0125,4132,193.4286,21.3619,3,"Fast Moving"
2023-02,S001,P0187,3790,177.1429,21.3952,3,"Fast Moving"
2023-02,S002,P0125,3864,180.4286,21.4157,3,"Fast Moving"
2023-02,S005,P0187,3753,175.0714,21.4370,3,"Fast Moving"
2023-02,S004,P0133,3952,184.2857,21.4450,3,"Fast Moving"
2023-02,S002,P0046,3774,169.5357,22.2608,3,"Fast Moving"
2023-03,S002,P0085,2448,138.8065,17.6361,1,"Slow Moving"
2023-03,S005,P0083,2527,142.0645,17.7877,1,"Slow Moving"
2023-03,S004,P0175,2587,143.0645,18.0828,1,"Slow Moving"
2023-03,S003,P0175,2680,144.1613,18.5903,1,"Slow Moving"
2023-03,S004,P0171,2628,140.8387,18.6596,1,"Slow Moving"
2023-03,S005,P0126,2911,155.5806,18.7106,1,"Slow Moving"
2023-03,S001,P0175,2766,147.1613,18.7957,1,"Slow Moving"
2023-03,S005,P0057,2890,152.7097,18.9248,1,"Slow Moving"
2023-03,S001,P0085,2587,136.3226,18.9770,1,"Slow Moving"
2023-03,S001,P0159,2534,133.4839,18.9836,1,"Slow Moving"
2023-03,S004,P0183,2670,140.0645,19.0626,1,"Slow Moving"
2023-03,S001,P0067,2695,141.0968,19.1004,1,"Slow Moving"
2023-03,S004,P0159,2688,140.5806,19.1207,1,"Slow Moving"
2023-03,S001,P0069,2459,128.4194,19.1482,1,"Slow Moving"
