date,store_id,product_id,inventory_level,avg_last_30_days,days_of_supply
2022-07-08,S004,P0175,262,84.8667,3.1
2022-12-17,S004,P0175,104,91.1333,1.1
2022-12-27,S004,P0175,66,95.4000,0.7
2023-06-12,S004,P0175,120,77.9000,1.5
2023-08-31,S004,P0175,105,93.3333,1.1
2023-09-07,S004,P0175,111,90.9667,1.2
2023-10-13,S004,P0175,306,99.8667,3.1
2023-12-31,S004,P0175,111,93.8000,1.2
2022-01-29,S004,P0178,136,121.0345,1.1
2022-04-21,S004,P0178,117,84.6333,1.4
2022-04-25,S004,P0178,80,79.7667,1.0
2022-08-07,S004,P0178,158,94.3000,1.7
2022-11-11,S004,P0178,206,94.9333,2.2
2022-12-25,S004,P0178,189,137.0000,1.4
2023-08-02,S004,P0178,216,103.7000,2.1
2023-08-23,S004,P0178,116,96.4000,1.2
2023-11-02,S004,P0178,165,82.9667,2.0
2023-12-19,S004,P0178,177,131.7000,1.3
2022-05-11,S004,P0183,155,91.5667,1.7
2022-07-15,S004,P0183,167,85.9000,1.9
2022-08-30,S004,P0183,107,90.3667,1.2
2022-11-09,S004,P0183,216,92.0667,2.3
2022-11-19,S004,P0183,88,85.9333,1.0
2023-05-14,S004,P0183,139,95.1333,1.5
2023-11-07,S004,P0183,127,87.3667,1.5
2023-12-28,S004,P0183,153,78.1000,2.0
2022-04-16,S004,P0187,129,94.8333,1.4
2022-04-29,S004,P0187,172,91.8000,1.9
2022-08-17,S004,P0187,144,82.8667,1.7
2022-12-17,S004,P0187,249,119.9000,2.1
2023-01-08,S004,P0187,236,127.4000,1.9
2023-01-11,S004,P0187,87,127.6333,0.7
2023-01-13,S004,P0187,196,130.7000,1.5
2023-02-15,S004,P0187,261,127.9333,2.0
2023-03-13,S004,P0187,143,128.4667,1.1
2023-04-05,S004,P0187,151,91.7667,1.6
2023-07-26,S004,P0187,133,105.7333,1.3
2023-08-24,S004,P0187,128,93.5333,1.4
2023-10-10,S004,P0187,131,95.6333,1.4
2023-10-29,S004,P0187,95,86.5000,1.1
2022-05-31,S005,P0016,225,89.6333,2.5
2022-10-10,S005,P0016,169,87.5667,1.9
2023-02-07,S005,P0016,215,117.5667,1.8
2023-02-23,S005,P0016,183,126.1333,1.5
2023-07-07,S005,P0016,170,94.0667,1.8
2023-07-10,S005,P0016,154,92.8667,1.7
2023-07-28,S005,P0016,113,94.7667,1.2
2023-10-19,S005,P0016,211,88.6333,2.4
2022-08-25,S005,P0017,106,84.3333,1.3
2022-10-13,S005,P0017,169,95.1667,1.8
2023-01-29,S005,P0017,134,102.5667,1.3
2023-02-09,S005,P0017,126,91.8333,1.4
2023-03-07,S005,P0017,143,93.4667,1.5
2023-06-09,S005,P0017,132,97.2667,1.4
2023-06-23,S005,P0017,73,99.1000,0.7
2023-10-28,S005,P0017,132,97.3667,1.4
2023-12-27,S005,P0017,59,93.8000,0.6
2022-01-30,S005,P0031,171,81.6333,2.1
2022-03-31,S005,P0031,138,87.9667,1.6
2022-04-08,S005,P0031,121,92.5333,1.3
2022-04-18,S005,P0031,161,85.7000,1.9
2022-04-19,S005,P0031,174,86.8333,2.0
2022-05-11,S005,P0031,89,91.2667,1.0
2022-05-30,S005,P0031,142,90.2667,1.6
2022-12-22,S005,P0031,140,90.1000,1.6
2023-02-10,S005,P0031,113,91.9333,1.2
2023-03-14,S005,P0031,68,84.4667,0.8
2023-04-20,S005,P0031,169,90.2667,1.9
2023-06-28,S005,P0031,60,89.2000,0.7
2023-07-12,S005,P0031,57,93.4667,0.6
2023-09-05,S005,P0031,82,95.1667,0.9
2023-10-22,S005,P0031,130,95.2667,1.4
2022-03-12,S005,P0046,109,102.9000,1.1
2022-05-08,S005,P0046,153,92.7667,1.6
2022-11-13,S005,P0046,152,120.5000,1.3
2022-12-01,S005,P0046,175,139.8333,1.3
2022-12-24,S005,P0046,175,134.2333,1.3
2023-01-24,S005,P0046,221,146.6667,1.5
2023-03-03,S005,P0046,114,124.8000,0.9
2023-05-07,S005,P0046,100,90.5333,1.1
2023-06-26,S005,P0046,120,87.3333,1.4
2023-07-16,S005,P0046,115,93.3667,1.2
2023-09-10,S005,P0046,159,93.4333,1.7
2023-12-24,S005,P0046,125,129.2000,1.0
2022-03-26,S005,P0057,161,104.9000,1.5
2022-03-31,S005,P0057,123,104.0667,1.2
2022-07-17,S005,P0057,82,85.2667,1.0
2022-09-09,S005,P0057,190,97.5000,1.9
2022-11-03,S005,P0057,156,92.7667,1.7
2022-12-16,S005,P0057,204,126.9667,1.6
2023-02-01,S005,P0057,208,135.7333,1.5
2023-03-07,S005,P0057,103,121.3000,0.8
2023-05-03,S005,P0057,130,109.4333,1.2
2023-06-14,S005,P0057,149,106.8000,1.4
2023-07-08,S005,P0057,144,99.1667,1.5
2022-03-11,S005,P0061,195,117.6667,1.7
2022-05-25,S005,P0061,112,87.1333,1.3
2022-06-27,S005,P0061,206,97.1333,2.1
2022-08-13,S005,P0061,146,100.9000,1.4
2022-10-14,S005,P0061,157,95.1333,1.7
2022-11-25,S005,P0061,164,123.7333,1.3
2022-12-18,S005,P0061,297,122.9667,2.4
2022-12-21,S005,P0061,172,123.0667,1.4
2022-12-24,S005,P0061,164,120.4000,1.4
2023-03-09,S005,P0061,181,135.2667,1.3
2023-03-20,S005,P0061,91,110.6667,0.8
2023-04-30,S005,P0061,77,94.4333,0.8
2023-05-06,S005,P0061,156,96.9667,1.6
2023-12-04,S005,P0061,181,145.8000,1.2
2022-04-03,S005,P0066,127,92.1000,1.4
2022-09-09,S005,P0066,172,97.4333,1.8
2022-09-18,S005,P0066,117,92.6667,1.3
2022-10-17,S005,P0066,221,99.2333,2.2
2022-12-07,S005,P0066,148,109.3667,1.4
2023-04-10,S005,P0066,161,88.9333,1.8
2023-04-27,S005,P0066,184,91.2000,2.0
2023-06-21,S005,P0066,181,87.5333,2.1
2023-07-04,S005,P0066,105,94.1000,1.1
2023-09-11,S005,P0066,120,98.3333,1.2
2023-11-01,S005,P0066,151,99.8667,1.5
2022-02-08,S005,P0067,163,89.1333,1.8
2022-03-23,S005,P0067,132,93.9667,1.4
2022-05-09,S005,P0067,136,94.5000,1.4
2022-06-07,S005,P0067,127,93.9000,1.4
2022-06-20,S005,P0067,181,102.6333,1.8
2023-01-28,S005,P0067,144,93.7000,1.5
2023-04-02,S005,P0067,129,103.6333,1.2
2023-04-28,S005,P0067,218,104.5000,2.1
2023-06-07,S005,P0067,91,82.8667,1.1
2023-07-04,S005,P0067,246,91.0333,2.7
2023-09-05,S005,P0067,151,96.9667,1.6
2023-09-12,S005,P0067,143,91.4667,1.6
2023-10-19,S005,P0067,162,95.6667,1.7
2023-12-25,S005,P0067,201,101.7667,2.0
2022-02-14,S005,P0068,78,88.7000,0.9
2022-02-28,S005,P0068,83,88.2667,0.9
2022-03-25,S005,P0068,157,87.9333,1.8
2022-05-13,S005,P0068,137,69.9667,2.0
2022-08-06,S005,P0068,120,82.0333,1.5
2022-10-11,S005,P0068,73,78.6667,0.9
2022-10-19,S005,P0068,81,75.9333,1.1
2023-03-03,S005,P0068,116,92.7333,1.3
2023-03-05,S005,P0068,139,94.9000,1.5
2023-03-15,S005,P0068,113,89.9333,1.3
2023-05-22,S005,P0068,150,85.9333,1.7
2023-05-27,S005,P0068,181,96.5000,1.9
2023-06-24,S005,P0068,140,93.1000,1.5
2023-08-05,S005,P0068,173,92.1333,1.9
2023-12-24,S005,P0068,108,100.5667,1.1
2022-01-25,S005,P0069,166,124.3600,1.3
2022-01-31,S005,P0069,93,122.3333,0.8
2022-04-06,S005,P0069,140,86.6000,1.6
2022-05-28,S005,P0069,103,103.8333,1.0
2022-10-30,S005,P0069,81,81.0333,1.0
2023-10-18,S005,P0069,114,87.6667,1.3
2023-11-09,S005,P0069,90,95.4667,0.9
2022-03-23,S005,P0070,164,83.5333,2.0
2022-05-11,S005,P0070,188,83.7667,2.2
2022-06-20,S005,P0070,65,90.4667,0.7
2022-09-07,S005,P0070,135,83.1667,1.6
2022-09-19,S005,P0070,168,88.4000,1.9
2022-09-22,S005,P0070,142,86.3000,1.6
2022-10-09,S005,P0070,195,92.2667,2.1
2023-01-13,S005,P0070,124,87.1000,1.4
2023-02-07,S005,P0070,87,92.6333,0.9
2023-04-15,S005,P0070,146,89.7667,1.6
2023-05-27,S005,P0070,112,90.4333,1.2
2023-06-01,S005,P0070,193,92.3000,2.1
2023-08-05,S005,P0070,139,97.8667,1.4
2023-09-01,S005,P0070,29,86.9333,0.3
2023-10-03,S005,P0070,81,94.5667,0.9
2023-11-07,S005,P0070,70,87.2000,0.8
2023-12-05,S005,P0070,112,76.5333,1.5
2023-12-21,S005,P0070,90,77.6000,1.2
2022-04-02,S005,P0079,149,99.5667,1.5
2022-05-06,S005,P0079,124,91.8667,1.3
2022-06-16,S005,P0079,140,94.0333,1.5
2022-08-15,S005,P0079,113,85.9667,1.3
2022-08-26,S005,P0079,151,83.7333,1.8
2022-10-18,S005,P0079,153,90.6000,1.7
2022-10-22,S005,P0079,147,92.1000,1.6
2022-10-23,S005,P0079,115,90.7000,1.3
2022-11-12,S005,P0079,221,97.3667,2.3
2023-11-16,S005,P0079,102,86.6667,1.2
2023-12-14,S005,P0079,124,96.2000,1.3
2022-02-21,S005,P0083,170,96.7333,1.8
2022-02-22,S005,P0083,135,96.6000,1.4
2022-04-23,S005,P0083,116,98.6667,1.2
2022-06-16,S005,P0083,174,87.3333,2.0
2022-08-05,S005,P0083,198,84.8667,2.3
2022-08-17,S005,P0083,150,82.9333,1.8
2022-10-13,S005,P0083,213,96.7667,2.2
2023-02-05,S005,P0083,82,99.7667,0.8
2023-06-18,S005,P0083,178,96.1667,1.9
2023-10-16,S005,P0083,187,85.2667,2.2
2023-10-26,S005,P0083,73,93.6000,0.8
2023-10-31,S005,P0083,158,96.7000,1.6
2022-01-25,S005,P0085,67,90.4800,0.7
2022-04-16,S005,P0085,71,95.3667,0.7
2022-05-14,S005,P0085,131,75.6333,1.7
2022-06-10,S005,P0085,64,95.4000,0.7
2022-10-30,S005,P0085,152,85.4333,1.8
2022-11-10,S005,P0085,135,86.6000,1.6
2023-03-06,S005,P0085,162,91.9667,1.8
2023-04-14,S005,P0085,162,89.7333,1.8
2023-04-30,S005,P0085,137,89.6667,1.5
2023-07-14,S005,P0085,187,87.0667,2.1
2023-08-12,S005,P0085,131,86.8000,1.5
2023-09-06,S005,P0085,99,87.1333,1.1
2022-02-23,S005,P0094,122,91.0333,1.3
2022-04-12,S005,P0094,84,85.0000,1.0
2022-05-03,S005,P0094,140,93.9000,1.5
2022-05-14,S005,P0094,157,111.0333,1.4
2022-07-25,S005,P0094,228,114.7333,2.0
2022-10-12,S005,P0094,153,109.8667,1.4
2022-12-25,S005,P0094,115,85.5000,1.3
2023-03-20,S005,P0094,166,105.1333,1.6
2023-06-14,S005,P0094,229,135.7333,1.7
2023-08-23,S005,P0094,131,104.4667,1.3
2022-02-21,S005,P0096,154,94.5333,1.6
2022-03-09,S005,P0096,161,89.8667,1.8
2022-07-01,S005,P0096,219,99.7667,2.2
2022-07-20,S005,P0096,148,93.6000,1.6
2022-12-03,S005,P0096,114,86.3667,1.3
2023-08-05,S005,P0096,185,95.0667,1.9
2023-08-19,S005,P0096,292,99.8000,2.9
2023-09-26,S005,P0096,198,98.0000,2.0
2022-03-11,S005,P0116,171,89.9333,1.9
2022-05-05,S005,P0116,151,95.9667,1.6
2022-06-07,S005,P0116,113,85.8000,1.3
2022-08-12,S005,P0116,74,90.5333,0.8
2022-08-17,S005,P0116,112,94.4000,1.2
2022-09-22,S005,P0116,122,93.9667,1.3
2022-09-28,S005,P0116,224,90.6333,2.5
2023-03-19,S005,P0116,120,86.6667,1.4
2023-05-27,S005,P0116,144,97.5667,1.5
2023-07-13,S005,P0116,80,85.9333,0.9
2023-08-01,S005,P0116,110,91.6667,1.2
2023-08-13,S005,P0116,181,98.6000,1.8
2023-10-12,S005,P0116,155,93.2000,1.7
2023-12-01,S005,P0116,153,103.7667,1.5
2023-12-13,S005,P0116,187,100.7667,1.9
2022-02-24,S005,P0125,51,124.1333,0.4
2022-07-18,S005,P0125,107,83.0333,1.3
2022-08-06,S005,P0125,174,92.9333,1.9
2022-09-08,S005,P0125,158,88.6000,1.8
2022-09-28,S005,P0125,141,87.2333,1.6
2022-10-25,S005,P0125,112,82.9333,1.4
2023-08-21,S005,P0125,235,95.9667,2.4
2023-09-16,S005,P0125,95,94.0667,1.0
2023-11-29,S005,P0125,134,123.9000,1.1
2023-12-02,S005,P0125,148,127.3333,1.2
2023-12-24,S005,P0125,213,127.5667,1.7
2022-05-14,S005,P0126,196,88.1000,2.2
2022-08-05,S005,P0126,137,91.0000,1.5
2022-08-20,S005,P0126,94,88.4667,1.1
2022-10-03,S005,P0126,217,93.5000,2.3
2022-11-07,S005,P0126,158,105.7333,1.5
2023-03-29,S005,P0126,66,95.0333,0.7
2023-04-10,S005,P0126,228,99.6667,2.3
2023-06-23,S005,P0126,127,96.8333,1.3
2023-08-25,S005,P0126,145,89.8000,1.6
2023-10-04,S005,P0126,177,95.7333,1.8
2023-10-11,S005,P0126,111,90.5000,1.2
2023-12-14,S005,P0126,146,129.8667,1.1
2022-02-07,S005,P0129,67,96.2667,0.7
2022-02-16,S005,P0129,125,90.4333,1.4
2022-05-10,S005,P0129,165,89.6333,1.8
2022-11-11,S005,P0129,156,92.0667,1.7
2022-11-19,S005,P0129,112,90.6000,1.2
2023-02-21,S005,P0129,89,96.3667,0.9
2023-05-06,S005,P0129,51,95.3000,0.5
2023-05-16,S005,P0129,209,86.3333,2.4
2023-05-24,S005,P0129,177,90.7667,2.0
2023-05-27,S005,P0129,156,94.9333,1.6
2023-10-04,S005,P0129,181,92.4333,2.0
2023-12-03,S005,P0129,101,86.5333,1.2
2022-03-27,S005,P0133,166,91.9667,1.8
2022-06-28,S005,P0133,161,89.9333,1.8
2022-07-08,S005,P0133,118,91.7667,1.3
2022-08-22,S005,P0133,159,96.4667,1.6
2022-08-26,S005,P0133,157,95.7333,1.6
2022-10-01,S005,P0133,202,94.7000,2.1
2022-12-16,S005,P0133,237,142.8667,1.7
2022-12-23,S005,P0133,185,138.3000,1.3
2022-12-27,S005,P0133,213,134.0333,1.6
2023-04-15,S005,P0133,152,91.1667,1.7
2023-04-19,S005,P0133,108,91.0667,1.2
2023-09-07,S005,P0133,298,102.3333,2.9
2023-10-17,S005,P0133,215,98.4667,2.2
2023-10-26,S005,P0133,161,95.7333,1.7
2023-11-21,S005,P0133,170,132.1333,1.3
2023-12-26,S005,P0133,156,124.0000,1.3
2022-02-05,S005,P0149,225,95.3333,2.4
2022-03-23,S005,P0149,121,95.1333,1.3
2022-05-10,S005,P0149,165,89.4667,1.8
2022-07-19,S005,P0149,101,78.9333,1.3
2022-08-13,S005,P0149,108,83.2667,1.3
2023-02-04,S005,P0149,153,79.7000,1.9
2023-02-07,S005,P0149,158,83.1000,1.9
2023-03-10,S005,P0149,160,82.9333,1.9
2023-03-20,S005,P0149,105,86.0333,1.2
2023-04-27,S005,P0149,76,94.7667,0.8
2023-07-28,S005,P0149,156,94.3333,1.7
2023-10-02,S005,P0149,142,85.4000,1.7
2023-10-18,S005,P0149,126,94.0333,1.3
2023-11-15,S005,P0149,118,92.8667,1.3
2023-11-25,S005,P0149,75,92.5000,0.8
2022-04-11,S005,P0153,105,87.0333,1.2
2022-06-02,S005,P0153,156,95.4667,1.6
2022-10-20,S005,P0153,132,100.2333,1.3
2022-11-25,S005,P0153,98,88.4667,1.1
2022-12-10,S005,P0153,188,94.7333,2.0
2023-02-20,S005,P0153,137,91.3667,1.5
2023-07-21,S005,P0153,127,91.2333,1.4
2023-11-16,S005,P0153,174,112.2333,1.6
2022-02-23,S005,P0159,141,82.3000,1.7
2022-03-19,S005,P0159,45,83.8667,0.5
2022-07-30,S005,P0159,125,88.8667,1.4
2022-08-12,S005,P0159,144,82.9333,1.7
2022-10-16,S005,P0159,102,91.2333,1.1
2022-11-07,S005,P0159,133,84.0000,1.6
2022-11-22,S005,P0159,131,87.7667,1.5
2023-02-07,S005,P0159,94,87.0667,1.1
2023-08-04,S005,P0159,121,81.0333,1.5
2023-08-11,S005,P0159,75,82.7000,0.9
2023-11-19,S005,P0159,125,91.9333,1.4
2023-12-11,S005,P0159,110,83.7333,1.3
2022-06-06,S005,P0166,164,120.0333,1.4
2022-08-06,S005,P0166,95,107.6667,0.9
2022-12-08,S005,P0166,107,95.9000,1.1
2022-12-18,S005,P0166,183,89.1667,2.1
2023-02-20,S005,P0166,46,91.2667,0.5
2023-02-22,S005,P0166,143,88.9667,1.6
2023-03-25,S005,P0166,112,90.6333,1.2
2023-04-08,S005,P0166,168,100.6000,1.7
2023-04-16,S005,P0166,146,99.3000,1.5
2023-04-26,S005,P0166,122,103.3667,1.2
2023-06-10,S005,P0166,163,120.8667,1.3
2023-09-14,S005,P0166,140,103.4333,1.4
2023-09-29,S005,P0166,91,100.0000,0.9
2023-09-30,S005,P0166,82,98.3333,0.8
2023-10-01,S005,P0166,117,98.1333,1.2
2022-02-14,S005,P0171,188,90.5333,2.1
2022-03-10,S005,P0171,134,90.7333,1.5
2022-05-03,S005,P0171,87,81.1000,1.1
2022-10-09,S005,P0171,227,89.9000,2.5
2022-10-18,S005,P0171,151,87.6000,1.7
2022-12-16,S005,P0171,127,83.2000,1.5
2023-03-04,S005,P0171,174,82.4000,2.1
2023-05-29,S005,P0171,162,99.3000,1.6
2023-07-21,S005,P0171,189,92.4667,2.0
2023-11-11,S005,P0171,170,91.6333,1.9
2022-02-27,S005,P0175,202,86.2000,2.3
2022-07-29,S005,P0175,53,78.8000,0.7
2022-08-06,S005,P0175,95,76.4667,1.2
2022-08-18,S005,P0175,153,87.2333,1.8
2022-08-22,S005,P0175,101,83.6667,1.2
2022-11-22,S005,P0175,89,89.6333,1.0
2023-01-10,S005,P0175,154,86.5667,1.8
2023-05-20,S005,P0175,159,97.8333,1.6
2023-05-27,S005,P0175,79,88.0333,0.9
2023-07-08,S005,P0175,105,93.2000,1.1
2023-10-24,S005,P0175,147,89.1333,1.6
2023-12-12,S005,P0175,135,82.9000,1.6
2023-12-19,S005,P0175,206,82.9667,2.5
2022-05-23,S005,P0178,162,95.9667,1.7
2022-06-14,S005,P0178,93,104.7333,0.9
2022-06-15,S005,P0178,137,105.2000,1.3
2022-06-16,S005,P0178,169,103.7667,1.6
2022-07-20,S005,P0178,114,87.8000,1.3
2022-08-04,S005,P0178,125,96.6333,1.3
2022-08-09,S005,P0178,84,92.2667,0.9
2023-01-02,S005,P0178,277,135.4333,2.0
2023-01-22,S005,P0178,275,132.0000,2.1
2023-02-13,S005,P0178,190,122.6000,1.5
2023-03-29,S005,P0178,163,110.6333,1.5
2023-05-15,S005,P0178,184,93.8333,2.0
2023-06-26,S005,P0178,122,92.2000,1.3
2023-10-14,S005,P0178,102,92.8000,1.1
2022-08-10,S005,P0183,190,81.8667,2.3
2022-08-31,S005,P0183,257,82.3667,3.1
2022-10-02,S005,P0183,117,99.4667,1.2
2022-12-11,S005,P0183,72,87.7667,0.8
2023-06-22,S005,P0183,165,88.3000,1.9
2023-07-07,S005,P0183,145,86.7333,1.7
2023-07-19,S005,P0183,65,90.4333,0.7
2023-08-24,S005,P0183,118,84.2667,1.4
2023-08-31,S005,P0183,182,91.5000,2.0
2023-09-19,S005,P0183,106,89.2333,1.2
2023-09-23,S005,P0183,182,88.9333,2.0
2023-10-22,S005,P0183,198,81.9333,2.4
2022-01-29,S005,P0187,246,132.0690,1.9
2022-02-05,S005,P0187,168,138.4000,1.2
2022-03-24,S005,P0187,205,102.6667,2.0
2022-04-08,S005,P0187,127,94.1667,1.3
2022-07-09,S005,P0187,204,92.9333,2.2
2022-09-30,S005,P0187,237,91.1000,2.6
2022-10-22,S005,P0187,127,94.3333,1.3
2022-12-12,S005,P0187,154,129.8333,1.2
2022-12-28,S005,P0187,152,122.7000,1.2
2023-02-27,S005,P0187,247,132.7667,1.9
2023-06-15,S005,P0187,120,97.8000,1.2
2023-07-09,S005,P0187,145,83.1000,1.7
2023-08-29,S005,P0187,130,95.2667,1.4
2023-10-26,S005,P0187,199,95.2000,2.1
2023-11-19,S005,P0187,204,125.8000,1.6
2023-11-27,S005,P0187,238,133.6000,1.8
2023-12-13,S005,P0187,120,145.0000,0.8
2022-03-22,S001,P0016,118,96.5000,1.2
2022-04-15,S001,P0016,110,79.2000,1.4
2022-10-02,S001,P0016,156,90.5667,1.7
2022-10-22,S001,P0016,211,90.9333,2.3
2022-11-16,S001,P0016,146,113.0667,1.3
2023-05-20,S001,P0016,127,87.9333,1.4
2023-08-05,S001,P0016,163,96.4000,1.7
2023-10-10,S001,P0016,73,78.2000,0.9
2023-11-11,S001,P0016,167,96.5000,1.7
2023-12-28,S001,P0016,266,137.8000,1.9
2022-05-10,S001,P0017,201,91.2667,2.2
2022-05-28,S001,P0017,98,90.1000,1.1
2022-07-17,S001,P0017,184,86.3667,2.1
2022-11-01,S001,P0017,38,93.5333,0.4
2023-01-25,S001,P0017,221,100.3667,2.2
2023-02-16,S001,P0017,93,102.2667,0.9
2023-03-30,S001,P0017,142,88.8667,1.6
2023-08-21,S001,P0017,65,81.6333,0.8
2023-12-26,S001,P0017,111,104.6000,1.1
2022-06-12,S001,P0031,134,87.8333,1.5
2022-07-11,S001,P0031,133,80.8333,1.6
2022-10-13,S001,P0031,83,82.2667,1.0
2023-04-20,S001,P0031,159,94.0667,1.7
2023-04-25,S001,P0031,130,94.8667,1.4
2023-07-22,S001,P0031,109,99.2000,1.1
2023-09-01,S001,P0031,162,96.9000,1.7
2023-09-15,S001,P0031,143,96.0333,1.5
2023-10-14,S001,P0031,181,97.1333,1.9
2022-02-11,S001,P0046,250,125.1333,2.0
2022-05-16,S001,P0046,229,104.2333,2.2
2022-08-08,S001,P0046,174,92.8000,1.9
2022-08-11,S001,P0046,205,98.3333,2.1
2022-08-30,S001,P0046,103,100.2667,1.0
2022-10-11,S001,P0046,118,88.0000,1.3
2022-10-25,S001,P0046,152,94.5000,1.6
2022-11-08,S001,P0046,91,101.6000,0.9
2022-12-13,S001,P0046,214,135.5667,1.6
2022-12-25,S001,P0046,124,140.9000,0.9
2023-02-23,S001,P0046,190,139.7667,1.4
2023-02-25,S001,P0046,193,136.9667,1.4
2023-03-28,S001,P0046,63,93.3667,0.7
2023-04-12,S001,P0046,176,89.7333,2.0
2023-09-16,S001,P0046,103,90.2667,1.1
2023-11-27,S001,P0046,170,128.8667,1.3
2023-12-30,S001,P0046,84,123.1000,0.7
2022-07-10,S001,P0057,52,92.3667,0.6
2023-04-30,S001,P0057,182,86.6333,2.1
2023-05-14,S001,P0057,148,91.0000,1.6
2023-05-21,S001,P0057,168,91.9000,1.8
2023-07-13,S001,P0057,116,89.8333,1.3
2023-12-13,S001,P0057,272,148.6667,1.8
2022-02-10,S001,P0061,193,122.8667,1.6
2022-03-14,S001,P0061,91,106.0333,0.9
2022-04-08,S001,P0061,104,97.3333,1.1
2022-11-26,S001,P0061,229,121.6333,1.9
2023-01-04,S001,P0061,247,126.3000,2.0
2023-03-04,S001,P0061,128,129.1000,1.0
2023-05-07,S001,P0061,149,100.4333,1.5
2023-06-23,S001,P0061,123,96.7000,1.3
2023-07-29,S001,P0061,138,94.9333,1.5
2023-08-15,S001,P0061,150,93.0000,1.6
2023-09-19,S001,P0061,123,88.2667,1.4
2023-09-28,S001,P0061,107,91.6667,1.2
2023-12-10,S001,P0061,232,129.9667,1.8
2022-01-31,S001,P0066,173,129.4667,1.3
2022-05-08,S001,P0066,114,94.6000,1.2
2022-06-10,S001,P0066,112,86.7333,1.3
2022-07-02,S001,P0066,93,92.4000,1.0
2022-07-15,S001,P0066,147,99.0333,1.5
2022-09-07,S001,P0066,124,81.9000,1.5
2022-09-26,S001,P0066,117,93.3000,1.3
2023-01-10,S001,P0066,243,121.4000,2.0
2023-03-07,S001,P0066,62,126.7333,0.5
2023-07-19,S001,P0066,77,96.0667,0.8
2023-08-20,S001,P0066,78,101.4000,0.8
2023-11-02,S001,P0066,135,96.8667,1.4
2023-11-07,S001,P0066,176,105.1333,1.7
2023-12-26,S001,P0066,97,130.1000,0.7
2022-03-16,S001,P0067,163,92.2667,1.8
2022-04-06,S001,P0067,57,85.1333,0.7
2022-04-11,S001,P0067,88,86.3333,1.0
2022-05-12,S001,P0067,175,91.4000,1.9
2022-07-05,S001,P0067,171,97.5667,1.8
2022-07-16,S001,P0067,175,94.3667,1.9
2022-11-10,S001,P0067,70,93.3667,0.7
2023-02-27,S001,P0067,160,92.5333,1.7
2023-07-29,S001,P0067,160,95.5000,1.7
2022-03-30,S001,P0068,128,80.4333,1.6
2022-04-12,S001,P0068,88,85.3667,1.0
2022-05-19,S001,P0068,75,80.9333,0.9
2022-07-05,S001,P0068,113,88.5000,1.3
2022-08-28,S001,P0068,71,79.4667,0.9
2023-01-09,S001,P0068,83,87.0333,1.0
2023-03-09,S001,P0068,110,83.4667,1.3
2023-05-23,S001,P0068,109,88.6667,1.2
2023-09-13,S001,P0068,174,82.2667,2.1
2023-11-23,S001,P0068,143,94.0000,1.5
2023-12-22,S001,P0068,126,83.6333,1.5
2022-08-03,S001,P0069,159,80.5333,2.0
2022-08-20,S001,P0069,130,107.8667,1.2
2022-10-19,S001,P0069,76,81.3667,0.9
2022-11-08,S001,P0069,211,107.0000,2.0
2023-04-03,S001,P0069,252,81.0333,3.1
2023-05-24,S001,P0069,115,82.6000,1.4
2023-09-09,S001,P0069,69,92.9000,0.7
2023-12-18,S001,P0069,148,119.4000,1.2
2022-02-02,S001,P0070,178,85.7000,2.1
2022-02-21,S001,P0070,206,87.9333,2.3
2022-07-14,S001,P0070,127,88.1000,1.4
2022-09-24,S001,P0070,160,86.0333,1.9
2022-09-25,S001,P0070,196,87.4000,2.2
2022-10-11,S001,P0070,135,89.4667,1.5
2022-11-22,S001,P0070,90,74.5000,1.2
2022-12-17,S001,P0070,145,82.8667,1.7
2023-03-06,S001,P0070,151,84.7333,1.8
2023-07-28,S001,P0070,28,78.3667,0.4
2023-08-08,S001,P0070,205,83.5000,2.5
2023-10-12,S001,P0070,110,87.9333,1.3
2022-02-10,S001,P0079,185,92.6333,2.0
2022-04-18,S001,P0079,115,97.8333,1.2
2022-05-17,S001,P0079,268,93.9000,2.9
2022-05-27,S001,P0079,150,90.4667,1.7
2022-12-06,S001,P0079,162,85.9000,1.9
2023-02-24,S001,P0079,181,90.0667,2.0
2023-04-15,S001,P0079,153,90.6667,1.7
2023-06-06,S001,P0079,71,86.7000,0.8
2023-06-15,S001,P0079,222,92.3667,2.4
2023-07-17,S001,P0079,151,90.1333,1.7
2023-11-05,S001,P0079,157,98.0667,1.6
2023-11-29,S001,P0079,178,92.1333,1.9
2022-01-27,S001,P0083,100,108.0000,0.9
2022-04-16,S001,P0083,146,96.3000,1.5
2022-08-04,S001,P0083,124,85.8000,1.4
2022-09-12,S001,P0083,150,92.2667,1.6
2022-12-15,S001,P0083,85,91.7333,0.9
2023-03-08,S001,P0083,164,92.8667,1.8
2023-03-20,S001,P0083,73,89.6667,0.8
2023-10-28,S001,P0083,73,94.4333,0.8
2022-04-26,S001,P0085,120,83.7000,1.4
2022-05-07,S001,P0085,86,83.5000,1.0
2022-05-30,S001,P0085,149,94.6000,1.6
2022-06-04,S001,P0085,109,93.7333,1.2
2022-07-12,S001,P0085,118,88.1667,1.3
2022-10-02,S001,P0085,229,85.0333,2.7
2022-11-29,S001,P0085,156,88.6667,1.8
2022-12-19,S001,P0085,82,79.8000,1.0
2023-01-28,S001,P0085,147,88.8333,1.7
2023-02-22,S001,P0085,131,80.6333,1.6
2023-03-22,S001,P0085,131,84.7333,1.5
