date,store_id,product_id,inventory_level,units_sold,units_ordered
3/28/2023,S002,P0133,98,80,78
3/28/2023,S002,P0149,90,84,90
3/28/2023,S002,P0153,120,143,120
3/28/2023,S002,P0159,140,91,73
3/28/2023,S002,P0166,153,62,73
3/28/2023,S002,P0171,160,90,75
3/28/2023,S002,P0175,135,62,64
3/28/2023,S002,P0178,83,67,54
3/28/2023,S002,P0183,93,93,84
3/28/2023,S002,P0187,161,124,125
3/28/2023,S003,P0016,172,82,73
3/28/2023,S003,P0017,138,137,123
3/28/2023,S003,P0031,146,72,58
3/28/2023,S003,P0046,197,123,98
3/28/2023,S003,P0057,47,30,34
3/28/2023,S003,P0061,159,89,97
3/28/2023,S003,P0066,138,101,94
3/28/2023,S003,P0067,132,85,74
3/28/2023,S003,P0068,59,45,36
3/28/2023,S003,P0069,137,79,89
3/28/2023,S003,P0070,129,79,89
3/28/2023,S003,P0079,130,34,32
3/28/2023,S003,P0083,114,94,107
3/28/2023,S003,P0085,230,179,194
3/28/2023,S003,P0094,81,59,55
3/28/2023,S003,P0096,151,88,74
3/28/2023,S003,P0116,183,162,155
3/28/2023,S003,P0125,104,84,82
3/28/2023,S003,P0126,247,136,162
3/28/2023,S003,P0129,144,88,72
3/28/2023,S003,P0133,204,162,174
3/28/2023,S003,P0149,146,96,85
3/28/2023,S003,P0153,136,36,38
3/28/2023,S003,P0159,222,115,132
3/28/2023,S003,P0166,204,104,110
3/28/2023,S003,P0171,148,66,53
3/28/2023,S003,P0175,104,111,101
3/28/2023,S003,P0178,243,160,185
3/28/2023,S003,P0183,139,60,60
3/28/2023,S003,P0187,125,72,68
3/28/2023,S004,P0016,145,113,99
3/28/2023,S004,P0017,101,98,95
3/28/2023,S004,P0031,47,53,43
3/28/2023,S004,P0046,160,113,115
3/28/2023,S004,P0057,153,111,115
3/28/2023,S004,P0061,139,132,137
3/28/2023,S004,P0066,146,90,84
3/28/2023,S004,P0067,170,73,79
3/28/2023,S004,P0068,214,106,122
3/28/2023,S004,P0069,149,99,111
3/28/2023,S004,P0070,137,94,86
3/28/2023,S004,P0079,224,114,126
3/28/2023,S004,P0083,167,86,101
3/28/2023,S004,P0085,148,108,101
3/28/2023,S004,P0094,101,95,96
3/28/2023,S004,P0096,67,53,56
3/28/2023,S004,P0116,132,75,78
3/28/2023,S004,P0125,132,113,119
3/28/2023,S004,P0126,130,84,88
3/28/2023,S004,P0129,125,48,52
3/28/2023,S004,P0133,64,51,55
3/28/2023,S004,P0149,184,156,165
3/28/2023,S004,P0153,105,75,80
3/28/2023,S004,P0159,161,95,104
3/28/2023,S004,P0166,104,86,87
3/28/2023,S004,P0171,164,130,109
3/28/2023,S004,P0175,133,75,67
3/28/2023,S004,P0178,165,103,101
3/28/2023,S004,P0183,90,61,67
3/28/2023,S004,P0187,126,125,116
3/28/2023,S005,P0016,164,112,130
3/28/2023,S005,P0017,197,150,125
3/28/2023,S005,P0031,85,74,66
3/28/2023,S005,P0046,92,76,66
3/28/2023,S005,P0057,189,94,94
3/28/2023,S005,P0061,131,102,88
3/28/2023,S005,P0066,192,98,109
3/28/2023,S005,P0067,192,112,111
3/28/2023,S005,P0068,133,56,60
3/28/2023,S005,P0069,82,52,58
3/28/2023,S005,P0070,98,99,80
3/28/2023,S005,P0079,83,53,53
3/28/2023,S005,P0083,159,119,98
3/28/2023,S005,P0085,222,113,132
3/28/2023,S005,P0094,119,61,50
3/28/2023,S005,P0096,99,82,91
3/28/2023,S005,P0116,79,85,79
3/28/2023,S005,P0125,158,126,118
3/28/2023,S005,P0126,127,90,93
3/28/2023,S005,P0129,159,120,107
3/28/2023,S005,P0133,83,68,67
3/28/2023,S005,P0149,68,52,45
3/28/2023,S005,P0153,119,70,81
3/28/2023,S005,P0159,134,62,55
3/28/2023,S005,P0166,172,141,132
3/28/2023,S005,P0171,54,35,37
3/28/2023,S005,P0175,157,63,75
3/28/2023,S005,P0178,227,150,156
3/28/2023,S005,P0183,83,75,76
3/28/2023,S005,P0187,154,59,64
3/29/2023,S001,P0016,203,101,111
3/29/2023,S001,P0017,100,43,49
3/29/2023,S001,P0031,98,80,86
3/29/2023,S001,P0046,132,115,130
3/29/2023,S001,P0057,99,58,50
3/29/2023,S001,P0061,86,73,79
3/29/2023,S001,P0066,105,127,102
3/29/2023,S001,P0067,49,23,25
3/29/2023,S001,P0068,124,63,74
3/29/2023,S001,P0069,112,61,49
3/29/2023,S001,P0070,83,28,33
3/29/2023,S001,P0079,193,130,129
3/29/2023,S001,P0083,36,25,20
3/29/2023,S001,P0085,170,106,95
3/29/2023,S001,P0094,71,49,44
3/29/2023,S001,P0096,208,115,109
3/29/2023,S001,P0116,174,110,125
3/29/2023,S001,P0125,172,93,101
3/29/2023,S001,P0126,75,6,20
3/29/2023,S001,P0129,156,88,93
3/29/2023,S001,P0133,114,110,107
3/29/2023,S001,P0149,57,49,41
3/29/2023,S001,P0153,210,145,134
3/29/2023,S001,P0159,122,73,71
3/29/2023,S001,P0166,144,93,95
3/29/2023,S001,P0171,137,80,66
3/29/2023,S001,P0175,209,113,119
3/29/2023,S001,P0178,147,107,106
3/29/2023,S001,P0183,168,68,75
3/29/2023,S001,P0187,113,121,113
3/29/2023,S002,P0016,119,96,93
3/29/2023,S002,P0017,256,190,225
3/29/2023,S002,P0031,178,95,96
3/29/2023,S002,P0046,111,56,46
3/29/2023,S002,P0057,130,114,117
3/29/2023,S002,P0061,193,128,124
3/29/2023,S002,P0066,138,77,91
3/29/2023,S002,P0067,111,23,20
3/29/2023,S002,P0068,158,96,114
3/29/2023,S002,P0069,117,26,28
3/29/2023,S002,P0070,107,87,81
3/29/2023,S002,P0079,53,51,50
3/29/2023,S002,P0083,49,48,45
3/29/2023,S002,P0085,75,55,45
3/29/2023,S002,P0094,158,62,63
3/29/2023,S002,P0096,73,71,71
3/29/2023,S002,P0116,212,120,126
3/29/2023,S002,P0125,77,68,73
3/29/2023,S002,P0126,140,77,88
3/29/2023,S002,P0129,163,81,86
3/29/2023,S002,P0133,101,77,80
3/29/2023,S002,P0149,138,120,133
3/29/2023,S002,P0153,170,80,90
3/29/2023,S002,P0159,194,133,135
3/29/2023,S002,P0166,195,133,138
3/29/2023,S002,P0171,168,94,104
3/29/2023,S002,P0175,160,82,77
3/29/2023,S002,P0178,102,73,77
3/29/2023,S002,P0183,132,105,95
3/29/2023,S002,P0187,182,85,91
3/29/2023,S003,P0016,180,91,108
3/29/2023,S003,P0017,137,150,123
3/29/2023,S003,P0031,208,120,131
3/29/2023,S003,P0046,74,44,47
3/29/2023,S003,P0057,141,112,102
3/29/2023,S003,P0061,82,55,63
3/29/2023,S003,P0066,173,99,88
3/29/2023,S003,P0067,162,74,79
3/29/2023,S003,P0068,145,59,65
3/29/2023,S003,P0069,177,85,89
3/29/2023,S003,P0070,115,22,25
3/29/2023,S003,P0079,106,85,69
3/29/2023,S003,P0083,75,59,47
3/29/2023,S003,P0085,166,107,110
3/29/2023,S003,P0094,39,41,39
3/29/2023,S003,P0096,98,70,81
3/29/2023,S003,P0116,108,89,77
3/29/2023,S003,P0125,153,93,84
3/29/2023,S003,P0126,170,73,71
3/29/2023,S003,P0129,167,124,104
3/29/2023,S003,P0133,220,111,126
3/29/2023,S003,P0149,207,131,137
3/29/2023,S003,P0153,174,104,113
3/29/2023,S003,P0159,118,95,88
3/29/2023,S003,P0166,186,120,100
3/29/2023,S003,P0171,183,89,95
3/29/2023,S003,P0175,184,96,94
3/29/2023,S003,P0178,132,85,98
3/29/2023,S003,P0183,143,106,107
3/29/2023,S003,P0187,219,148,157
3/29/2023,S004,P0016,118,128,112
3/29/2023,S004,P0017,68,48,50
3/29/2023,S004,P0031,118,112,107
3/29/2023,S004,P0046,67,54,56
3/29/2023,S004,P0057,79,77,73
3/29/2023,S004,P0061,143,87,82
3/29/2023,S004,P0066,104,0,20
3/29/2023,S004,P0067,160,118,98
3/29/2023,S004,P0068,133,135,114
3/29/2023,S004,P0069,121,54,49
3/29/2023,S004,P0070,132,82,69
3/29/2023,S004,P0079,189,91,100
3/29/2023,S004,P0083,126,88,102
3/29/2023,S004,P0085,162,105,122
3/29/2023,S004,P0094,103,91,91
3/29/2023,S004,P0096,129,83,72
3/29/2023,S004,P0116,113,84,82
3/29/2023,S004,P0125,104,84,87
3/29/2023,S004,P0126,160,60,64
3/29/2023,S004,P0129,167,79,72
3/29/2023,S004,P0133,121,117,115
3/29/2023,S004,P0149,106,78,78
3/29/2023,S004,P0153,165,122,103
3/29/2023,S004,P0159,166,109,95
3/29/2023,S004,P0166,140,99,111
3/29/2023,S004,P0171,146,100,118
3/29/2023,S004,P0175,124,39,45
3/29/2023,S004,P0178,172,92,92
3/29/2023,S004,P0183,160,91,94
3/29/2023,S004,P0187,158,65,64
3/29/2023,S005,P0016,111,55,49
3/29/2023,S005,P0017,117,77,91
3/29/2023,S005,P0031,188,109,119
3/29/2023,S005,P0046,131,97,114
3/29/2023,S005,P0057,189,98,94
3/29/2023,S005,P0061,194,118,127
3/29/2023,S005,P0066,202,180,149
3/29/2023,S005,P0067,106,38,42
3/29/2023,S005,P0068,84,50,48
3/29/2023,S005,P0069,70,48,57
3/29/2023,S005,P0070,167,75,68
3/29/2023,S005,P0079,131,83,84
3/29/2023,S005,P0083,101,17,20
3/29/2023,S005,P0085,186,180,165
3/29/2023,S005,P0094,87,95,79
3/29/2023,S005,P0096,142,94,94
3/29/2023,S005,P0116,184,128,143
3/29/2023,S005,P0125,87,77,68
3/29/2023,S005,P0126,66,49,43
3/29/2023,S005,P0129,74,90,73
3/29/2023,S005,P0133,126,103,82
3/29/2023,S005,P0149,115,109,95
3/29/2023,S005,P0153,96,92,86
3/29/2023,S005,P0159,118,95,105
3/29/2023,S005,P0166,192,113,117
3/29/2023,S005,P0171,116,95,81
3/29/2023,S005,P0175,116,66,61
3/29/2023,S005,P0178,163,127,116
3/29/2023,S005,P0183,178,117,101
3/29/2023,S005,P0187,37,28,24
3/30/2023,S001,P0016,189,123,104
3/30/2023,S001,P0017,142,78,87
3/30/2023,S001,P0031,123,109,108
3/30/2023,S001,P0046,119,117,98
3/30/2023,S001,P0057,139,98,98
3/30/2023,S001,P0061,247,172,199
3/30/2023,S001,P0066,141,129,103
3/30/2023,S001,P0067,63,56,55
3/30/2023,S001,P0068,127,76,64
3/30/2023,S001,P0069,37,21,23
3/30/2023,S001,P0070,153,72,58
3/30/2023,S001,P0079,133,128,119
3/30/2023,S001,P0083,63,49,55
3/30/2023,S001,P0085,152,97,114
3/30/2023,S001,P0094,91,77,66
3/30/2023,S001,P0096,127,58,66
3/30/2023,S001,P0116,95,67,69
3/30/2023,S001,P0125,133,79,89
3/30/2023,S001,P0126,143,114,112
3/30/2023,S001,P0129,155,95,106
3/30/2023,S001,P0133,172,90,79
3/30/2023,S001,P0149,189,137,156
3/30/2023,S001,P0153,119,84,69
3/30/2023,S001,P0159,124,80,76
3/30/2023,S001,P0166,139,92,75
3/30/2023,S001,P0171,85,69,74
3/30/2023,S001,P0175,132,72,70
3/30/2023,S001,P0178,267,241,242
3/30/2023,S001,P0183,139,108,108
3/30/2023,S001,P0187,120,77,79
3/30/2023,S002,P0016,107,130,105
3/30/2023,S002,P0017,114,84,97
3/30/2023,S002,P0031,124,132,112
3/30/2023,S002,P0046,147,76,82
3/30/2023,S002,P0057,129,88,102
3/30/2023,S002,P0061,202,157,161
3/30/2023,S002,P0066,113,104,87
3/30/2023,S002,P0067,86,93,80
3/30/2023,S002,P0068,90,90,75
3/30/2023,S002,P0069,69,64,62
3/30/2023,S002,P0070,176,110,121
3/30/2023,S002,P0079,174,104,97
3/30/2023,S002,P0083,53,23,20
3/30/2023,S002,P0085,161,126,120
3/30/2023,S002,P0094,145,99,106
3/30/2023,S002,P0096,86,76,71
3/30/2023,S002,P0116,126,70,81
3/30/2023,S002,P0125,51,42,46
3/30/2023,S002,P0126,142,155,124
3/30/2023,S002,P0129,129,60,55
3/30/2023,S002,P0133,98,35,41
3/30/2023,S002,P0149,130,94,111
3/30/2023,S002,P0153,92,82,82
3/30/2023,S002,P0159,207,134,151
3/30/2023,S002,P0166,169,108,107
3/30/2023,S002,P0171,310,208,242
3/30/2023,S002,P0175,108,96,80
3/30/2023,S002,P0178,200,161,157
3/30/2023,S002,P0183,142,71,57
3/30/2023,S002,P0187,158,84,79
3/30/2023,S003,P0016,126,87,97
3/30/2023,S003,P0017,157,83,78
3/30/2023,S003,P0031,133,77,86
3/30/2023,S003,P0046,145,104,117
3/30/2023,S003,P0057,97,71,69
3/30/2023,S003,P0061,88,58,64
3/30/2023,S003,P0066,165,81,68
3/30/2023,S003,P0067,149,96,95
3/30/2023,S003,P0068,95,76,69
3/30/2023,S003,P0069,70,79,66
3/30/2023,S003,P0070,177,88,78
3/30/2023,S003,P0079,98,85,75
3/30/2023,S003,P0083,104,50,59
3/30/2023,S003,P0085,121,120,108
3/30/2023,S003,P0094,88,65,62
3/30/2023,S003,P0096,91,83,67
3/30/2023,S003,P0116,91,62,53
3/30/2023,S003,P0125,161,56,65
3/30/2023,S003,P0126,127,90,87
3/30/2023,S003,P0129,158,117,107
3/30/2023,S003,P0133,123,54,48
3/30/2023,S003,P0149,85,93,84
3/30/2023,S003,P0153,241,139,143
3/30/2023,S003,P0159,89,38,33
3/30/2023,S003,P0166,216,120,120
3/30/2023,S003,P0171,174,105,111
3/30/2023,S003,P0175,108,62,57
3/30/2023,S003,P0178,38,34,38
3/30/2023,S003,P0183,156,104,119
3/30/2023,S003,P0187,140,79,66
3/30/2023,S004,P0016,168,89,104
3/30/2023,S004,P0017,117,80,95
3/30/2023,S004,P0031,91,52,60
3/30/2023,S004,P0046,186,137,130
3/30/2023,S004,P0057,147,53,59
3/30/2023,S004,P0061,23,20,20
3/30/2023,S004,P0066,124,36,43
3/30/2023,S004,P0067,226,151,162
3/30/2023,S004,P0068,145,99,80
3/30/2023,S004,P0069,150,93,82
3/30/2023,S004,P0070,50,44,49
3/30/2023,S004,P0079,249,158,177
3/30/2023,S004,P0083,103,107,101
3/30/2023,S004,P0085,156,67,73
3/30/2023,S004,P0094,104,104,99
3/30/2023,S004,P0096,128,88,103
3/30/2023,S004,P0116,179,133,127
3/30/2023,S004,P0125,32,38,30
3/30/2023,S004,P0126,155,66,64
3/30/2023,S004,P0129,153,93,96
3/30/2023,S004,P0133,120,61,67
3/30/2023,S004,P0149,146,66,63
3/30/2023,S004,P0153,201,119,117
3/30/2023,S004,P0159,192,94,112
3/30/2023,S004,P0166,133,65,63
3/30/2023,S004,P0171,45,49,44
3/30/2023,S004,P0175,111,88,102
3/30/2023,S004,P0178,149,111,95
3/30/2023,S004,P0183,154,61,60
3/30/2023,S004,P0187,140,57,65
3/30/2023,S005,P0016,131,69,58
3/30/2023,S005,P0017,191,151,179
3/30/2023,S005,P0031,74,68,68
3/30/2023,S005,P0046,150,62,72
3/30/2023,S005,P0057,201,128,131
3/30/2023,S005,P0061,243,189,195
3/30/2023,S005,P0066,111,68,70
3/30/2023,S005,P0067,195,123,104
3/30/2023,S005,P0068,63,27,23
3/30/2023,S005,P0069,145,77,88
3/30/2023,S005,P0070,268,259,240
3/30/2023,S005,P0079,163,72,74
3/30/2023,S005,P0083,226,150,159
3/30/2023,S005,P0085,129,62,54
3/30/2023,S005,P0094,139,65,77
3/30/2023,S005,P0096,178,93,95
3/30/2023,S005,P0116,156,107,106
3/30/2023,S005,P0125,128,84,67
3/30/2023,S005,P0126,103,27,25
3/30/2023,S005,P0129,196,105,122
3/30/2023,S005,P0133,136,84,76
3/30/2023,S005,P0149,129,103,92
3/30/2023,S005,P0153,66,49,46
3/30/2023,S005,P0159,117,27,32
3/30/2023,S005,P0166,115,21,24
3/30/2023,S005,P0171,103,87,91
3/30/2023,S005,P0175,87,73,79
3/30/2023,S005,P0178,159,117,120
3/30/2023,S005,P0183,159,72,85
3/30/2023,S005,P0187,51,21,20
3/31/2023,S001,P0016,77,76,67
3/31/2023,S001,P0017,135,48,55
3/31/2023,S001,P0031,98,90,72
3/31/2023,S001,P0046,146,121,98
3/31/2023,S001,P0057,180,80,84
3/31/2023,S001,P0061,195,124,135
3/31/2023,S001,P0066,132,73,77
3/31/2023,S001,P0067,209,98,110
3/31/2023,S001,P0068,200,112,121
3/31/2023,S001,P0069,55,37,41
3/31/2023,S001,P0070,112,78,80
3/31/2023,S001,P0079,66,39,42
3/31/2023,S001,P0083,109,79,73
3/31/2023,S001,P0085,108,78,70
3/31/2023,S001,P0094,165,103,101
3/31/2023,S001,P0096,83,67,64
3/31/2023,S001,P0116,229,129,140
3/31/2023,S001,P0125,87,67,55
3/31/2023,S001,P0126,127,56,46
3/31/2023,S001,P0129,83,66,69
3/31/2023,S001,P0133,214,106,123
3/31/2023,S001,P0149,178,118,100
3/31/2023,S001,P0153,106,97,85
3/31/2023,S001,P0159,133,52,47
3/31/2023,S001,P0166,70,69,67
3/31/2023,S001,P0171,161,118,123
3/31/2023,S001,P0175,154,96,102
3/31/2023,S001,P0178,182,150,149
3/31/2023,S001,P0183,112,76,90
3/31/2023,S001,P0187,139,96,94
3/31/2023,S002,P0016,37,31,30
3/31/2023,S002,P0017,191,101,92
3/31/2023,S002,P0031,198,124,141
3/31/2023,S002,P0046,169,95,79
3/31/2023,S002,P0057,61,47,40
3/31/2023,S002,P0061,135,87,92
3/31/2023,S002,P0066,172,85,92
3/31/2023,S002,P0067,232,148,170
3/31/2023,S002,P0068,145,91,93
3/31/2023,S002,P0069,168,98,110
3/31/2023,S002,P0070,122,101,99
3/31/2023,S002,P0079,165,112,113
3/31/2023,S002,P0083,162,75,89
3/31/2023,S002,P0085,116,62,64
3/31/2023,S002,P0094,184,160,151
3/31/2023,S002,P0096,95,70,79
3/31/2023,S002,P0116,96,69,76
3/31/2023,S002,P0125,31,18,20
3/31/2023,S002,P0126,142,98,95
3/31/2023,S002,P0129,227,131,136
3/31/2023,S002,P0133,81,59,62
3/31/2023,S002,P0149,112,101,90
3/31/2023,S002,P0153,86,35,33
3/31/2023,S002,P0159,160,91,104
3/31/2023,S002,P0166,163,65,77
3/31/2023,S002,P0171,196,97,111
3/31/2023,S002,P0175,161,101,112
3/31/2023,S002,P0178,184,151,142
3/31/2023,S002,P0183,178,96,89
3/31/2023,S002,P0187,103,74,64
3/31/2023,S003,P0016,165,117,139
3/31/2023,S003,P0017,203,139,136
3/31/2023,S003,P0031,122,95,93
3/31/2023,S003,P0046,191,131,141
3/31/2023,S003,P0057,167,86,82
3/31/2023,S003,P0061,154,141,125
3/31/2023,S003,P0066,176,147,155
3/31/2023,S003,P0067,239,151,174
3/31/2023,S003,P0068,147,138,116
3/31/2023,S003,P0069,153,103,93
3/31/2023,S003,P0070,130,108,112
3/31/2023,S003,P0079,151,129,113
3/31/2023,S003,P0083,141,70,75
3/31/2023,S003,P0085,175,96,100
3/31/2023,S003,P0094,175,122,135
3/31/2023,S003,P0096,210,121,113
3/31/2023,S003,P0116,118,94,110
3/31/2023,S003,P0125,104,66,67
3/31/2023,S003,P0126,214,155,169
3/31/2023,S003,P0129,149,69,65
3/31/2023,S003,P0133,221,130,155
3/31/2023,S003,P0149,162,96,108
3/31/2023,S003,P0153,133,59,69
3/31/2023,S003,P0159,140,60,59
3/31/2023,S003,P0166,101,91,74
3/31/2023,S003,P0171,196,128,121
3/31/2023,S003,P0175,126,42,47
3/31/2023,S003,P0178,123,68,79
3/31/2023,S003,P0183,125,107,99
3/31/2023,S003,P0187,204,149,128
3/31/2023,S004,P0016,172,82,90
3/31/2023,S004,P0017,157,56,60
3/31/2023,S004,P0031,198,117,104
3/31/2023,S004,P0046,170,107,86
3/31/2023,S004,P0057,74,50,41
3/31/2023,S004,P0061,132,60,58
3/31/2023,S004,P0066,95,65,63
3/31/2023,S004,P0067,140,115,99
3/31/2023,S004,P0068,95,83,90
3/31/2023,S004,P0069,186,108,93
3/31/2023,S004,P0070,173,91,90
3/31/2023,S004,P0079,111,97,86
3/31/2023,S004,P0083,187,129,118
3/31/2023,S004,P0085,44,14,20
3/31/2023,S004,P0094,139,96,108
3/31/2023,S004,P0096,140,89,79
3/31/2023,S004,P0116,164,86,71
3/31/2023,S004,P0125,190,116,111
3/31/2023,S004,P0126,123,103,122
3/31/2023,S004,P0129,145,91,92
3/31/2023,S004,P0133,115,105,90
3/31/2023,S004,P0149,217,103,123
3/31/2023,S004,P0153,168,129,142
3/31/2023,S004,P0159,101,96,91
3/31/2023,S004,P0166,175,107,108
3/31/2023,S004,P0171,116,65,61
3/31/2023,S004,P0175,120,39,46
3/31/2023,S004,P0178,55,9,20
3/31/2023,S004,P0183,214,136,149
3/31/2023,S004,P0187,166,154,156
3/31/2023,S005,P0016,64,74,64
3/31/2023,S005,P0017,94,34,39
3/31/2023,S005,P0031,208,159,137
3/31/2023,S005,P0046,158,78,74
3/31/2023,S005,P0057,160,104,121
3/31/2023,S005,P0061,182,105,99
3/31/2023,S005,P0066,174,93,96
3/31/2023,S005,P0067,146,105,93
3/31/2023,S005,P0068,108,123,107
3/31/2023,S005,P0069,146,82,77
3/31/2023,S005,P0070,83,58,63
3/31/2023,S005,P0079,92,15,20
3/31/2023,S005,P0083,201,96,105
3/31/2023,S005,P0085,119,140,115
3/31/2023,S005,P0094,104,81,74
3/31/2023,S005,P0096,164,108,117
3/31/2023,S005,P0116,114,92,99
3/31/2023,S005,P0125,136,86,73
3/31/2023,S005,P0126,266,155,179
3/31/2023,S005,P0129,179,149,156
3/31/2023,S005,P0133,67,51,51
3/31/2023,S005,P0149,136,70,77
3/31/2023,S005,P0153,142,96,102
3/31/2023,S005,P0159,141,66,78
3/31/2023,S005,P0166,100,97,91
3/31/2023,S005,P0171,169,93,75
3/31/2023,S005,P0175,87,68,77
3/31/2023,S005,P0178,153,113,109
3/31/2023,S005,P0183,114,86,91
3/31/2023,S005,P0187,102,50,56
4/1/2023,S001,P0016,218,126,129
4/1/2023,S001,P0017,136,104,90
4/1/2023,S001,P0031,106,116,99
4/1/2023,S001,P0046,136,90,95
4/1/2023,S001,P0057,109,86,88
4/1/2023,S001,P0061,121,101,91
4/1/2023,S001,P0066,167,134,151
4/1/2023,S001,P0067,100,82,88
4/1/2023,S001,P0068,79,86,76
4/1/2023,S001,P0069,221,137,140
4/1/2023,S001,P0070,183,101,88
4/1/2023,S001,P0079,99,27,26
4/1/2023,S001,P0083,81,62,55
4/1/2023,S001,P0085,246,142,148
4/1/2023,S001,P0094,182,123,112
4/1/2023,S001,P0096,133,53,49
4/1/2023,S001,P0116,164,98,92
4/1/2023,S001,P0125,134,81,75
4/1/2023,S001,P0126,136,45,39
4/1/2023,S001,P0129,146,132,132
4/1/2023,S001,P0133,73,63,51
4/1/2023,S001,P0149,105,79,65
4/1/2023,S001,P0153,63,41,41
4/1/2023,S001,P0159,174,102,95
4/1/2023,S001,P0166,123,122,122
4/1/2023,S001,P0171,86,55,50
4/1/2023,S001,P0175,183,134,139
4/1/2023,S001,P0178,125,107,88
4/1/2023,S001,P0183,148,116,110
4/1/2023,S001,P0187,128,57,64
4/1/2023,S002,P0016,125,118,123
4/1/2023,S002,P0017,84,69,80
4/1/2023,S002,P0031,107,77,71
4/1/2023,S002,P0046,216,142,138
4/1/2023,S002,P0057,64,59,51
4/1/2023,S002,P0061,84,66,63
4/1/2023,S002,P0066,113,102,84
4/1/2023,S002,P0067,197,138,164
4/1/2023,S002,P0068,97,58,67
4/1/2023,S002,P0069,160,97,99
4/1/2023,S002,P0070,163,101,113
4/1/2023,S002,P0079,174,131,149
4/1/2023,S002,P0083,207,122,131
4/1/2023,S002,P0085,165,64,71
4/1/2023,S002,P0094,202,102,108
4/1/2023,S002,P0096,127,109,117
4/1/2023,S002,P0116,144,94,98
4/1/2023,S002,P0125,140,66,71
4/1/2023,S002,P0126,116,72,58
4/1/2023,S002,P0129,176,106,118
4/1/2023,S002,P0133,95,84,94
4/1/2023,S002,P0149,118,90,94
4/1/2023,S002,P0153,61,30,31
4/1/2023,S002,P0159,184,85,91
4/1/2023,S002,P0166,131,128,126
4/1/2023,S002,P0171,152,60,64
4/1/2023,S002,P0175,144,132,130
4/1/2023,S002,P0178,106,73,69
4/1/2023,S002,P0183,165,72,73
4/1/2023,S002,P0187,134,75,77
4/1/2023,S003,P0016,154,71,82
4/1/2023,S003,P0017,137,82,69
4/1/2023,S003,P0031,103,53,50
4/1/2023,S003,P0046,149,117,115
4/1/2023,S003,P0057,194,89,98
4/1/2023,S003,P0061,133,120,133
4/1/2023,S003,P0066,183,117,114
4/1/2023,S003,P0067,125,86,78
4/1/2023,S003,P0068,89,58,60
4/1/2023,S003,P0069,125,119,99
4/1/2023,S003,P0070,142,83,78
4/1/2023,S003,P0079,210,114,129
4/1/2023,S003,P0083,129,88,74
4/1/2023,S003,P0085,137,76,75
4/1/2023,S003,P0094,135,104,123
4/1/2023,S003,P0096,203,94,110
4/1/2023,S003,P0116,89,97,78
4/1/2023,S003,P0125,65,65,52
4/1/2023,S003,P0126,142,72,59
4/1/2023,S003,P0129,147,77,62
4/1/2023,S003,P0133,187,108,125
4/1/2023,S003,P0149,69,28,33
4/1/2023,S003,P0153,97,80,93
4/1/2023,S003,P0159,126,86,103
4/1/2023,S003,P0166,186,113,128
4/1/2023,S003,P0171,163,92,98
4/1/2023,S003,P0175,164,72,84
4/1/2023,S003,P0178,102,66,67
4/1/2023,S003,P0183,120,95,102
4/1/2023,S003,P0187,233,171,144
4/1/2023,S004,P0016,192,109,106
4/1/2023,S004,P0017,199,127,144
4/1/2023,S004,P0031,183,140,148
4/1/2023,S004,P0046,117,106,93
4/1/2023,S004,P0057,152,126,114
4/1/2023,S004,P0061,93,58,66
4/1/2023,S004,P0066,165,150,121
4/1/2023,S004,P0067,213,137,154
4/1/2023,S004,P0068,134,95,90
4/1/2023,S004,P0069,127,58,50
4/1/2023,S004,P0070,146,106,91
4/1/2023,S004,P0079,211,122,136
4/1/2023,S004,P0083,87,66,67
4/1/2023,S004,P0085,132,93,94
4/1/2023,S004,P0094,185,133,121
4/1/2023,S004,P0096,158,77,79
4/1/2023,S004,P0116,92,50,44
4/1/2023,S004,P0125,199,154,142
4/1/2023,S004,P0126,136,59,47
4/1/2023,S004,P0129,118,53,50
4/1/2023,S004,P0133,185,90,95
4/1/2023,S004,P0149,160,99,110
4/1/2023,S004,P0153,169,123,103
4/1/2023,S004,P0159,173,130,122
4/1/2023,S004,P0166,132,78,64
4/1/2023,S004,P0171,205,119,108
4/1/2023,S004,P0175,183,90,95
4/1/2023,S004,P0178,249,172,170
4/1/2023,S004,P0183,122,68,57
4/1/2023,S004,P0187,163,71,82
4/1/2023,S005,P0016,91,81,72
4/1/2023,S005,P0017,128,88,96
4/1/2023,S005,P0031,67,43,36
4/1/2023,S005,P0046,181,122,111
4/1/2023,S005,P0057,162,118,129
4/1/2023,S005,P0061,129,86,98
4/1/2023,S005,P0066,183,124,119
4/1/2023,S005,P0067,129,116,112
4/1/2023,S005,P0068,132,97,81
4/1/2023,S005,P0069,150,55,61
4/1/2023,S005,P0070,166,80,88
4/1/2023,S005,P0079,86,80,84
4/1/2023,S005,P0083,143,67,75
4/1/2023,S005,P0085,129,97,92
4/1/2023,S005,P0094,95,72,78
4/1/2023,S005,P0096,113,91,104
4/1/2023,S005,P0116,175,67,78
4/1/2023,S005,P0125,100,33,35
4/1/2023,S005,P0126,173,105,93
4/1/2023,S005,P0129,144,71,71
4/1/2023,S005,P0133,131,49,41
4/1/2023,S005,P0149,107,110,95
4/1/2023,S005,P0153,144,101,102
4/1/2023,S005,P0159,136,84,83
4/1/2023,S005,P0166,170,93,78
4/1/2023,S005,P0171,126,48,51
4/1/2023,S005,P0175,176,78,84
4/1/2023,S005,P0178,106,88,100
